,txt,label
8966,울뻔,1
8967,어제 시작한 메린이 길드구합니다,0
8968,메릴스트립의 연기는 정말 대단하다. 정말 사람의 마음이란게... 어려워요ㅋㅋㅋ,1
8969,지금 이 마당에 잘 하고 못 하고가 중요하냐 잘 하고 있다고 믿는 게 중요하지,1
8970,짱이네~,1
8971,유치한 스토리에다 이루 말할 수 없이 허접한 연기...,1
8972,펫합성은어디서하나요,0
8973,금반지 강화질문,0
8974,진짜 재밌었어요ㅠ 뭔가 웅어리져서... 원작 소설울 읽어본적이 없는데 한번 읽어보고싶네요.... 니노미야 정말 이뻐요ㅠ,1
8975,벨트 가격 괜찮나요?,0
8976,재미있었어요~^^ㅋㅋ,1
8977,배우들 연기력 정말 좋고 스토리도 집중력 있게 잘 쓰여진 작품입니다 오랜만이 정말 좋은 영화 봤네요.,1
8978,대단한 영화,1
8979,다운받아보고 싶은데 어디 받을때가 없을가요?,1
8980,플위 170달성했는데..,0
8981,별기대 안하고 봤는데 너무 잼있네요~!! 연기도 잘하구요,1
8982,내가 왜봤을까 ㅠㅠ,1
8983,죽데셋 신궁은 버리는게나음?,0
8984,Touching portrait of middle life crisis,1
8985,"""""""""""""""하지만 섬에서 같이 있어줬기에 기뻐"""""""" 아....심장이 멎는 줄 알았다.. 이 대사에...최곱니다...""""""",1
8986,재미있던데 평점왜이러지?,1
8987,거리의 독립군ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
8988,팍스 아메리카나에 대한 옹호도 비판도 아닌 어설픈 의문구호만 남기다,1
8989,이야.. 재밌네. 소재도 특이하고,1
8990,장난치나,0
8991,태어나서 이렇게 감동적인 영화는 처음이다,1
8992,안녕하세요. 뉴비인데 질문있습니다,0
8993,"아주 오래전에 본 작품, 상당히 잘만든 영화다.",1
8994,이 영화가 왜 평점 7점대인지 이해가안될정도로 재밌었다 시기가 시기라서 그런가? 수애가 너무 이쁘고 민하는 너무 귀엽더라,1
8995,다시봐도 좋아요,1
8996,"이런데 글쓰는건 첨이네.. 대박! 대박! 개ㅅㅂ대박재미없다! 아놔 돈아까워,",1
8997,코어 가방하고 심볼가방점 만들어주세요,0
8998,퍼스트에서 하매그 하아카 같이 다니실 분 구합니다!!,0
8999,빡쳐서 스타포스 터질 확률 구해봤습니다,0
9000,이번 로얄 개이뿌덩 😍,0
9001,캐슈 200 완~ 노루 길던 캐논슈터짱짱맨,0
9002,이거 팔리긴 할까여,0
9003,감동^^강동~~~!,1
9004,연기 최고!,1
9005,전세계가 모두 봐야할 영화미국 국민들 불쌍하다는...,1
9006,마스터 소울링..,0
9007,오로지 킬링타임용이자 눈요기용 b급영화! 그냥 눈만 호강하는 영화!,1
9008,"완벽한 연기+신들린 카메라+내공 충만한 편집, 단점은 미국(식) 영화가 아니라는 것..",1
9009,패파 무기 우트 직작이 나은가,0
9010,사랑스러운 영화. 화면의 색감이 참 아름답네요^^,1
9011,싸이코패스가 만든 영환줄 알았다. 이런영화가 5점씩이나...헐..,1
9012,배우들 연기가 최악이었음 - - 시간만아까워,1
9013,넘별로에요,1
9014,최고 액션 최고 영화,1
9015,스카 카반 있나요?,0
9016,드라마 잘 안보는데 이건 정말 재미있게 봤어요,1
9017,190인데,0
9018,소파에 죽 치고 앉아 지켜 볼 이유가 없는 작품.,1
9019,너무재미있게보고있어요,1
9020,영꽝...주인공들보고 봤는데 완전....쉣,1
9021,우리에게 굵직한 지혜들을 건네는 너무나 멋진 영화,1
9022,사랑하는 시민여러분,0
9023,지존무상봐라 이건별로다,1
9024,메m 운영자의 정체,0
9025,사진에 대해 다시금 생각해보게 되는 영화.. 나를 돌아보게되는 영화??,1
9026,괜히봤다,1
9027,경험치 차이,0
9028,"그렇게 공포스럽고 괴기스러울 정도로는 소름이 돋지 않았지만 , 정작 연출과 마지막 반전 부분에 있어서는 가히 공포영화 역사상 최고라고 해도 과언이 아님.",1
9029,;;;나만별로였나 평점이높네요,1
9030,백봉기 언제나오나요?,1
9031,소설보다는 못한듯.. 그래도 재밌게 봤음,1
9032,이거 뭐 받을까요?,0
9033,볼때마다 눈물나서 죽겠다90년대의 향수자극!!허진호는 감성절제멜로의 달인이다~,1
9034,강렬한 예고편 그러나 딱히 기억에 남지 않는 영화 중 하나. 모니카 벨루치는 정말 매력적,1
9035,역시 최고의 배우와 감독은 완성도 높은 연출과 연기로 언제나 관객에게 감동을 준다.,1
9036,와나 진짜 지루하고 재미없고 이영화에서 말해주는건 뭐임,1
9037,솔직히 7광구보단 이 영화가 훨배 낫다. 그럼에도 불구하고 CG가 어딘가가 부족한듯한 기분이 들었다,1
9038,동일 자본 패파 vs 팬텀,0
9039,120제 극극극 18성,0
9040,혹시,0
9041,왼쪽 가슴이 뭉클해 짐니다~~~,1
9042,우트 맥강 질문드려요ㅠㅠ,0
9043,살려줘,0
9044,은유속에 잠긴듯했다..18살나이에도,1
9045,이제 퀘스트깨도 메소 안주나요??,0
9046,약간의 이득을 봤네여 ㅎㅎ,0
9047,"저 개인적으로 매드맥스보다 약간 좋다고 생각하네요! 매드맥스는 약간 시끄러우면서 뭔가 좀.. 그런데..이 영화는 코믹,인생등 너무 많을 걸 담았네요! 대단합니다!",1
9048,나 지금 일어나따!,0
9049,다들 메소 어떤식으로 버시나요..,0
9050,4년만에 돌아온 지아이조~ 나름 볼만한 거리가 1보다 낫다..이병헌도 헐리웃 몇개찍다보니 이제 얼굴에 긴장도좀 풀렸네..,1
9051,직업추천좀요,0
9052,완드 올렸다,0
9053,개인적으로 너는 내운명보다 좋았다. 계속 움... ㅠ..ㅠ..,1
9054,"평점 알바 많이도 고용했네ㅋㅋ내말이 거짓말인지 아닌지는 평점들 300개정도 내려보셈ㅋㅋ1.앞뒤없이 그냥 무작정 재밌다2.제임스완 찬양론3.파라노말,컨저링 비교 우위4.연출 짱이다는식이 네가지 파트를 이리저리 울궈먹었네 평점알바 작성양식ㅋ",1
9055,메이플 나만안들어가짐?,0
9056,애가 연기 더잘하네 ㅋ 부끄라서 연기 안하긋당 ㅎㅎ,1
9057,시세좀 봐주세요,0
9058,조녜다.. 메이플 할맛난다.. 투표하구가소,0
9059,마라벨 묵힐까여??,0
9060,네러티브가 최악인 상황에서 오로지 배우들의 연기만 빛이 난다.,1
9061,굿굿,1
9062,호수 <<<. 스틸닉 입니다.,0
9063,죽인다라는 말은 이런 영화에.,1
9064,이런류 영화 솔직히 서방애들이 어떻게 볼지 쪽팔린다. .. 한국인들은 진정한 개신교가 아닌 새로운 종교를 만들어서 숭배한다..,1
9065,영화관이 너무 없네요 ㅠㅠ 좀 늘려주세요 ~,1
9066,ㅇㅅㅇ..,0
9067,상급 이노 왜 내려감?,0
9068,저 대박난건가요..?? 패파 100제 무기 최강옵 띄움,0
9069,팔레스타인 의 고뇌 하지만 좀 이념 영화 같은면,1
9070,무고벤언제풀어줄거야?,0
9071,재미없다. 억지루 끼워넣은 반전꼬라지하며 휴~~~ 경찰이 막 살인면허 발급하네 ㅋ,1
9072,문근영짱♥박시후짱,1
9073,최고였죠.,1
9074,와우 블블 합성이 최고여...,0
9075,경찰을 가장한 늑대인간의 정의사회 만들기 운동 !,1
9076,진짜 데비존 자사돌리고나 잠수타는 애들때메 스트레스 받는다..,0
9077,시간이 아깝다는 생각밖에 안드는군,1
9078,잔잔하고 음악좋고 연기좋고,1
9079,😁스카니아) 소통방 및 하뎁 / 길드모집방!! 😁,0
9080,재미는 있으나 내용이 좀 뻔함,1
9081,모든 것이 예술이라는 말 밖에..그의 춤과 노래 마음 정신 그리고 사랑 모두..,1
9082,이상태에서 템세팅 어캐하나요,0
9083,시아등 필수?,0
9084,DVD로 빌려봤는데 정말 시간이 아깝다,1
9085,나도진정한사랑하고싶다,1
9086,좋아옇ㅎㅎ 시우역할ㄹ도짱이구옇ㅎ 드라마가재밋네열♥열심히해주세옇ㅎㅎㅎㅎ,1
9087,사냥 보스 따로스킬바꿔주기 귀찮은데 사냥 보스 상관없이 키셋팅 놔둘수있는 직업들 뭐있나요??,0
9088,톰과제리...말할필요없는미국카툰의진수...,1
9089,영화 재미잇엇슴다 손예진개이뻐여 ㄷ,1
9090,예전 재수할 때 남자 5명이서 이거보고나서 보자고 했던애 깔뻔했음.,1
9091,고전 칼부림 액션의 진수,1
9092,쥬산과 데이는 샬로를 너무도 순수하고맹목적으로 사랑했지만 정작 샬로는 그들이 자신을 사랑하는만큼 그들을 사랑하지 않았고 자기 본능과 자기 살길에 더 충실했던 답답한 인간일 뿐이었다.덕분에 쥬산과 데이의 최후는 너무도 가슴을 아리고 먹먹하게 만든다.,1
9093,왕정감독도 한물갔군 너무 허무맹랑하게 만들고,1
9094,그냥 엑기스만 보려다가 첨부터 끝까지 다보게 됨ㅋㅋㅋㅋ첨이다 연기도 잘하고 남주 매력잇음 잼꿀잼,1
9095,소유진의 발견밖엔..,1
9096,마라벨1기 풀셋?!,0
9097,돼지피먹고 닭목따는 장면에선 우웩~ 역시 무당은 아무나 하는게 아니다.,1
9098,스카니아 이런 것도 팔리나요?,0
9099,"이번 큐브패키지, 주문서패키지",0
9100,버켓리스트-죽기전에 꼭 하고싶은 것들 -> 죽기전에 꼭 봐야할 영화,1
9101,이거 토드못하나여?,0
9102,노래듣는게 너무좋다.. 진짜 다 좋았다 특유의 억지설정은 있긴했는데 음악듣는맛에~~,1
9103,제목이 동반자살이더니 시리즈도 동반자살,1
9104,아무리 볼 거 없었다지만...총기미화 지긋.,1
9105,에쿠니 가오리의 책을 읽고 완전 기대하면서 봤는데..원작을 아는 사람이면 이 영화가 얼마나 원작을 망쳐 놨는지 알듯. 제목을 왜 냉정과 열정사이로 했는지 이해가 안됨 그냥 새로운 영화를 만들지 차라리,1
9106,여러모로 충격적인 영화,1
9107,우트22 나 파프4셋이나 잠재는 별로 상관없나요?,0
9108,리퀘완료 (나나에용님),0
9109,김범존#나멋쪙 남규리존나예뻥 이범수연기ㅎㄷㄷ,1
9110,"배우들의 노력에 8점, 막되먹은 스토리에 -6 사실 2점도 살짝 아까움",1
9111,노모쇼로 좀떴다고 이딴거 찍어대는거봐라 ㅋㅋㅋ 은밀한 사생활은 ㅋㅋㅋ 야한거라도 화끈했음 재미라도있지.,1
9112,아니 찍어놓고 모니터링 한번 안하나 어떻게 염치 업이 이런걸 극장에 걸수가 있지?,1
9113,최악이네 개재미업다 ㅡㅡ,1
9114,사무라이??? ㅎㅎㄹ나는 별로...,1
9115,이거 리얼하다는 새끼들은 피해망상 정신병자 새끼들이 틀림없음 니들인생이 그러니 이 영화가 현실처럼 느껴지지 ㅉㅉ 잠이나 자라,1
9116,패파 이벤트 역효과,0
9117,내용은 뻔하지만 괜찮았다.,1
9118,가성 부분 개망친 샘김이 붙고 짜리몽땅이 떨어진건 말도 안된다ㅡㅡ문자투표 없애거나 퍼센트 더 축소시켜라,1
9119,솔직히 진히로인은 유이 어머님,1
9120,스카)파프궁수상의17 하의27에 구해봐요@@,0
9121,저도정지에요,0
9122,연인에게 추천추천~ 이영화보고 남친이랑 완젼^^터졌어요~ 완전강츄!!연인은꼭보셔요~,1
9123,슈피겔만 혼돈 목걸이 에픽만 뜨네요,0
9124,내가 이 영화에 아까운 시간을 투자하다니 화가 난다. 마녀 얘기가 나올줄은 꿈에도 몰랐다. 결말이 이렇게 될 줄도 몰랐다. 아 씨ㅏㅋㅋ,1
9125,"별 반개도 아까운 영화.멀쩡한 배우들을 3류 배우로 추락시킴.각본, 연출, 영상 모두 수준이하",1
9126,음악 좋고...미셸파이퍼 너무 아름답고.....정말...최고!,1
9127,국회 시사회에 다녀왔었다.. 참석해주셨던 유족 분들도 마이크를 잡고 대놓고 실망한 모습을 감추지 않으셨다. 이 영화는 아무것도 다루지 못했다. 평점 쓴 사람들은 보지도 않은 사람들이 태반인듯하다. 흔한 독립영화의 어리광인 예산 탓도 못할 것이다.,1
9128,멜로물의 감정선이 이렇게 허술해서야..,1
9129,창작자의 고뇌와 뜻밖의 번뜩임을 범인들이 이해하지못함은 너무나도 당연한것이다. 왜냐면 돈있는 자는 언제나 소비자이기 때문이지^^,1
9130,7점대??? 스크림같은거나 쳐봐야 정신차리겠냐??,1
9131,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 짱재미있음,1
9132,영화속에서 알파치노가 이렇게 초라하고 불쌍하게 느껴지긴 첨이다;;,1
9133,이거만들시간에....... 옆집 할배나 한명 더 도와라,1
9134,난 쿠엔틴 영화하곤 안맞는다 재밌는게 하나도 없네...하나같이 재미없어,1
9135,헬조센에서 스스로 대기업 노예를 자처하는 조센징들이.. 신자유주의 계급제 내에서 스스로의 존엄성에 대해 느끼도록 하는 걸작. 물론 슨상님의 고향이신 전라도의 섬노예는 말할 것도 없고.,1
9136,"살인마가 죄없는(?) 10대들을 썰고 다니는 슬래셔 무비 계에 한 획을 그은 작품. 여기엔 살인마도, 귀신도 없다. 죽음 그 자체가 그들을 스토킹할 뿐이다. 꽤나 영리하면서도, 트렌디한 느낌의 공포영화.",1
9137,통신사 엘지 접속불가좀 고쳐라,0
9138,메가폰(확성기)UI on/off 기능 추가해주세요. 58일차,0
9139,청춘 길드원 모집합니다!!,0
9140,실제 얼굴과 얼굴을 맞대고 이야기해도 진실을 말하지 않는데 SNS를 통해서는 오죽하겠는가?,1
9141,메린이 시세좀...,0
9142,너무 재밌어ㄴ요ㅜ 곧 끝나서 아쉽네요,1
9143,골드리프 수정 건의!!!!!!!!!!!!!!!!!!!!!!!!,0
9144,마치 영화를 본 것 같아요 진짜 영화,1
9145,(김)무성 유죄!! 유성 무죄!!!라스트의 핵탄두급 폭발력,1
9146,주인공 띄워주는 영화가 아니라 왜 주인공이 그런 캐릭터를 가지게 되었는지가 전쟁과 밀접한 관련이 있는데 주인공 제멋대로라는 이유로 평점 짜게 준놈은 앞에 영화 인트로를 다시 보거나 스토리 이해할 필요없는 국산 상업영화나 봐라,1
9147,스카니아 패파 고정팟 들어오실 두분 구합니다,0
9148,그래서 뭐 어떻다는 거야,1
9149,흐아 저말입니까?,1
9150,이곳이 성지인가로또 1등 되게 해주세요,1
9151,갓겜,0
9152,너무 뻔한구성,1
9153,ㅎㅎ 80~90년대 홍콩 영화처럼,1
9154,재밌게 봤지만 댓글에 의리라는 단어 때문에 1점도 주기싫다,1
9155,역시 재밋는 영화 엿음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
9156,코어 코어강화 코강 이해못한 친구들 들어와서 보자잇!,0
9157,서태지.그야말로 대한민국 음악계의전설!,1
9158,반전이 꽤나 신선했다.,1
9159,졸라 잼없음,1
9160,RICE,0
9161,무자본 오로지 패파140보상받기 위한 공략글.txt 3일컷했습니다.,0
9162,기대하고 보면 재미없음,1
9163,한국인으로 일본의 군국주의 부활을 다룬 영화에 출연한 채민서씨는 사죄하라,1
9164,감동적이고 재미있게보았어요.,1
9165,임팩트 없이 흘러간 짧은 시간,1
9166,시그너스 얼장도 스타포스 할 수 있나요?,0
9167,직접 합성해본 아잉눈,0
9168,별로재미없음ㅋㅋㅋ,1
9169,패파140까지 안죽을려면 그낭 신발 망토 회피율달아!!!! hp처들지말고,0
9170,스위프트때문에 10점,1
9171,명작이다 명작 당장 예매해라!!!,1
9172,나가요 미스 골~ 때리네!!!ㅋㅋㅋ,1
9173,기대이상..발상이 기발하고 보는 내내 긴장하고 보게됨..다운받아서 한번더봄,1
9174,"OOO기 같은 영화. 다시는 이바닥에 감독, 배우란 이름으로 발붙이지 말길.",1
9175,로맨틱코미디?? 도 아니고 액션??도 아니고 난잡 어설프고 잼없어.,1
9176,어설픈 한국영화보다 나은 수작임.. 특히 여자들 몸 간수 잘 하길 바라는 감독의 의도가 보인다..ㅋㅋ,1
9177,무식한 단순 코미디영화,1
9178,엄브릿지 너무 연기를 잘해서 그런지 얄미웠음그만큼 악역 연기를 잘하는거니까 최고,1
9179,왠 아카데미? 어이없다 레알 허무 어릴때봤었어도 재미없었다,1
9180,오늘만 버스 타버렸다...,0
9181,영화 너무 좋았다. OST도 정말.,1
9182,메린이 벨트 시세 질문좀요!,0
9183,크로아 130제 무기 가격,0
9184,평점더 낮게 주려 왔소,1
9185,"무거울수도있는 소재를 가볍고 유쾌하게 풀어내면서, 감동 또한 잊지않는 영화",1
9186,100이상 렙업힘드신분(메린이분들)보세요,0
9187,ㅎㅎㅎㅎ 역시 망했구나,1
9188,"1.Good-두 주연의 감정 및 액션연기가 일품/2.Bad-음악은 B급 필 충만하고, 쓸데없이 흥겨움. 스토리 연결도 좀 매끄럽지 못함/3.아랫분들의 요청 : Bitsnoop 에서 by the sword로 검색. 감상은 화면비율 4:3으로.",1
9189,잘 나가다가 누가 맹기용을 불러오랬어!!!잘가~!냉장고를 부탁해!맹기용 안나오면 다시 봐줄께~!!그때까지 쉴드 열심히 치시고 협찬받은 오븐 잘 쓰세요!,1
9190,메이플M계정연동 보호계정,0
9191,Ocn에서 해주길래 봤는데 음....,1
9192,스킬 용사의 의지는 언제 쓰는거에요?,0
9193,엘리시움 포니 남자 뚝배기 거래소 최저가,0
9194,육성질문있습니다.,0
9195,오늘은 무고벤 풀어준다 아니다,0
9196,폰이s9+,0
9197,평점에 속았다. 십대남자가 가장 좋아한다는 말이 이제야 이해가되네.유치찬란 ㅜㅜ,1
9198,나름 딱 과하지도 너무 욕설이 나오지도 이렇게 휴머니즘 감동 스토리 좋은거 같다,1
9199,무기 뭐가 나을까요?,0
9200,글쎄요 난 이영화가 과거 세계대전을 일으킨 자국의만행을 반성하는 느낌을받았네요,1
9201,큐브를 돌린다 VS 소울을 돌린다,0
9202,140 저장용,0
9203,케로로완전간지난다,1
9204,"142분을 한번도 눈을 떼지않고 봤다. 영화가 끝난 후, 나는 포레스트검프처럼 진짜삶을 살아야겠다는 생각이 들었다.",1
9205,마지막 정말 에바다 무슨피라냐가 걸어다녀? ㅋㅋ 그것도물없는데서? 마지막정말억지가심했다,1
9206,영화는 안보고 포스터만 봐도 1점주기 아까움,1
9207,개쩐다 진짜.,1
9208,"문득 궁금한점 [마공,물공]",0
9209,무릉 정펜 포인트,0
9210,즐겁게 잘 봤습니다--,1
9211,마니 욱겼는데 평점이 왜이러지?......,1
9212,그토록 좋아하고 임신까지 시킨 여자를 별안간 굳이 죽이는건 어이없었다.,1
9213,요란한 짜깁기로 만든 황당한 촌극파티.,1
9214,진짜 진짜 재미이써요 ㅋㅋ,1
9215,새로움보다는 어딘가 낯익은 연출과 스토리가 흥미를 반감시킨다.,1
9216,"지루한 연출, 억지로 끼워맞춘듯한 반전, 후반 동정심 자극. 감성팔이 그이상 그이하도 아닌 영화. 영화에서의 감동은 공감에 기초한다.",1
9217,어라.. 내 8억..?,0
9218,"정주행 달려보니, 7편은 기존 시리즈의 명장면을 모으고 업그레이드 시켜 스피디하게 보여준 것 ㅎㅎ 개인적으로 7편이 가장 블록버스터 답고 지루할 틈 없이 좋았다. 한 ♥ 지젤 커플 Good~!",1
9219,결말이 진짜다 ㅋㅋㅋ 진짜 개어이없네,1
9220,왜 이렇게 평점이 낮지?? 되게 볼만한 영환데ㅠㅠㅠ 소재가 기발하고 스토리도 나쁘지않구만.. 그리고 되게 이쁜 영화에요 보는내내 우와 하면서 봣네요~ 한 평점 8점정도는 되야될것같아요ㅠㅠ,1
9221,재밌다. 그뿐.,1
9222,후.... 얼마나 재미 없기에 이러나 해서 본 내가 바보지 ㅜㅜ,1
9223,"루나,스카니아섭 시간별 연회길드 아시는분",0
9224,메린메린 토드 질문이에요!,0
9225,"야, 이거 무슨 쏘우를 빼긴 기분인데? 기분 탓인가?",1
9226,정말 재미있습니다 반전은 색다른 느낌을 줘서 좋았구요,1
9227,내겐 너무 지루한 영화,1
9228,영화를 쓰레기로 만들려고 작정하고 만들어도 이것보단 잘 만들겠다,1
9229,재미도 감동도 없다. 오히려 진지한 김수로가 웃기다.,1
9230,나는 흑우,0
9231,극한 상황에서 인간과 사회는 어떤 본성을 드러내는가~~~~ 진정 수작이다.,1
9232,아 정말 이런 힐링영화를 상영하는 영화관이 한 두곳밖에 없다는게 정말 안타깝고 대한민국의 영화시장이 얼마나 협소하고 단순하며 풋내나는지 알거같다.,1
9233,시아등 구매완료,0
9234,이렇게 오래 가슴아픈데 감동스럽기는 첨!,1
9235,여운이 많이 남는 영화입니다음악도 너무 좋고,1
9236,lim별->0(별),1
9237,오글오글 개허세 허세도이런 허세가없네 보는내내 오글거리고 막장이고 똥멋든 깡패의 사랑이야기,1
9238,재밌다ㅋㅋ근데 남한가족 서무 막장이야ㅋㅋ,1
9239,패트레이버가 언제 적부터 있던 건데 퍼시픽 림 짝퉁이라니...처음 보는 사람에게는 약할지 몰라도 팬에게는 꽤 만족할 만함.,1
9240,창고에서 26년 썩은 만화책 발견,0
9241,운영자님 히어로즈m 이벤트 오류있는데요?,0
9242,1980년을 열게한 공포영화... 공포는 갈수록 고조되어간다.,1
9243,어시작했다! 후반엔 괜찮겠지.. 아니야 끝날때쯤이면 나올거야..음? 이게끝난거야?,1
9244,잼있긴 한데 느와르 보단 액션에 더 가까운...............,1
9245,100제 유니크무기사야하나요?,0
9246,아직도 잊지 못할 정도의 영화,1
9247,그냥 최고작이였다...여러생각이많아진다,1
9248,공감대 많이형성되어서 더 재밌게 본듯. 겨울이라는배경과 다방세트장이 특히 더 친숙하고 공감가서 향수가 많이 느껴졌다는.. 미연이는 돈 받아 오라카든데?? ㅋ,1
9249,절망속에서 결국 빠져나온 눈물겨운 실화,1
9250,오늘시작한 초보입니다. 물약 먹는법,0
9251,재희 배우 인생 X될 뻔 했다.,1
9252,견묘술수가 능하다고 한들.,1
9253,2.22를 위해 다음 분이 2점을 해주시기를 부디. 간절히.,1
9254,토니죽지마ㅠㅠ..,1
9255,여기 코미디가 나옴?,1
9256,도로씬은 기억에 남네요. 깜깜짝짝이야...,1
9257,시대 배경만 매력적 .,1
9258,재미나게 키울만한 비주류 추천받음,0
9259,별 재미는 없구나...,1
9260,아직도 ost랑 색소폰 소리가 기억에 남는 명작...,1
9261,"눈빛이 너무 애잔하다 잔잔히 깔리는 노래도 좋고 그림도 예쁘고,",1
9262,웬지 씁쓸하네요‥김성주 사회본다고 애쓴다‥,1
9263,"내 어린시절을 함께한 영화 , 모든 노래와 인물과 풍경 하나하나가 아름다운 영화",1
9264,무리수가 되어버린 코미디 기획상품.,1
9265,평점좀 내리자.......................,1
9266,몰입하며 재밌게 봤다.,1
9267,와 ㄹㅇ버그,0
9268,매력적인 무비;,1
9269,캐스팅도 거참 최악이고 배우들 얼굴도 진짜 억울하다 억울해연기(???) 진짜 발연기도 아니고 발톱 때연기랄까 진짜 해도 너무한다,1
9270,갓재성의 발굴을 제외하면 쓰레기급 영화,1
9271,우트두손검을 26억에만져보네,0
9272,스토리도 별루 연계성도 별루 도대체 왜 만든거니?,1
9273,진로&템셋고민,0
9274,"별 0개를 주고싶은데 1이 최하라서 1점줍니다. 개인적으로 영화감독이 이 영화를 내면서 성공할거라 예감했다면, 그건 대한민국 관람객들의 수준을 아주 평가절하한거라고 단호히 말합니다.",1
9275,이것저것 들추긴했는데 깊이가 모자라다,1
9276,12기가 램. 삼성최고,0
9277,그다음 보스는 파풀이 먼져인가?,0
9278,정말 드라마틱한 다큐,1
9279,노여,0
9280,시시한 쓰레기 영화,1
9281,시걸의 허접한 B급 액션영화 대충 만든티가 너무난다,1
9282,[그루🌿]에서 그루트들을 모집중입니다~,0
9283,친구야 미안하다 내가 앵간해선 그냥 꾸역꾸역 끝까지 봐줄라고 했는데 뭐 이딴 똥같은게 있나싶다... 그래도 덴마는 볼게,1
9284,우여곡절 끝에 개봉한 작품으로 전편의 명성을 그대로 이은 작품,1
9285,재미잏긴한데맨마지막부분이너무산으로가버렸어요. 갑자기가족이다만나고해피엔딩이지만맨마지막부분이좀그러네요,1
9286,평점 조정을 위해...,1
9287,메세 vs 패파 본캐선택장애중입니다,0
9288,살벌한 girl's world,1
9289,끊임없이 이어진 레일처럼 하루도 빠짐없이 달리는 기차처럼 씩씩하게 살아야 한다는 대사가 정말 가슴 깊숙히 남네요,1
9290,패파 별로임?,0
9291,나올게 없으니 모기 까지 나오네 새로나온 뉴히어로 모기 영웅,1
9292,너무나 가슴 저린.. 그래서 더 아름다운 이야기,1
9293,왠만하면 안보는게 좋을것이다,1
9294,인간적으로 너무 재미없더라.,1
9295,내 생애 최고의 드라마3,1
9296,아이들이 보기엔 좋을지도?,1
9297,스킬 사용안됨,0
9298,아이만화마저북유럽 영화다운 지루함,1
9299,140패파 질문있습니다!,0
9300,이런건 100% 리얼이자나. 소름돋을듯..,1
9301,"인내가 필요한영화!,",1
9302,평점이 왜이렇게 높니.. 전달하고자 하는 좋은뜻은 알겠는데 재미는 없다.,1
9303,그 당시에 스토리나 연출은 정말 충격 그자체였음..지금도 많은 공포영화가있지만 링처럼 창의적인 스토리는 보질못함,1
9304,지나치게 미스테리 위주로 펼쳐진 이야기탓에 흥미는 많이 떨어진다,1
9305,돈도 아깝고 시간도 아까운영화,1
9306,영화는 좀 더 할말이 있을때 만드세요. 디테일한 부분도 더 신경쓰시구요.,1
9307,더도 아니고 덜도 아니고 딱 별 한개자리 영화다. 굳이 비유를 하자면 대학생 흉내를 내려고 한 초등학생. 감독의 연출의도는 좋았지만 여기저기 카피한 흔적에다가 편집도 황당함.,1
9308,보는내내 가슴졸이며 스릴있게 본 영화! 디아이 감독이라더니 잘만든것 같네요,1
9309,스카니아 여제무기,0
9310,아 연기들너무잘하고 슬프네요 눈물흘리는거오랜만,1
9311,복수를 위한 최고의 만찬...?꽤 오랫동안 누워있던 스시 걸만 불쌍헌데 욱일승천기 많이 거슬린다...,1
9312,사랑한다는 건 분명 무모한 일이다. 그러나 사랑한다.,1
9313,쏨리 메일지 1.24일까지 휴재,0
9314,"돈주고보면서도몰래야동보는느낌의영화...몇년전에 봤는데 지금 갑자기 생각나서 써봅니다. 하, 설마~이런 내용은 아니겠지 싶은 일들이 다 일어납니다. 상상을 스크린화했다고 참신한 판타지는 아닙니다. 금기를 깨기만 하고, 뒷처리 없는 영화입니다.",1
9315,최고최고최고최고최고,1
9316,"파티사냥 날먹,,?",0
9317,엊그제 보기 시작한것 같은데 벌써 끝난 것 같다.작년 가을 겨울 올해 봄까지..여름 까지 해서 사계절 내내 였으면 좋았을텐데.너무 아쉬워 아쉬워 아쉽다ㅠㅠ마지막회가 보기 싫을 정도..부디 해피엔딩이길....,1
9318,뭣도모르거봤다가 참...그래도끝까지다봤는데 담날남는건 기분나쁨,1
9319,이건 뭐 연기 촬영 대본 뭐 개인적으론 그냥 일반인 데려다 놓고 읽어라! 앵글은 부자연스럽고 최소 전공자 들이 했다면 이러진 말아야 했다. 아니 어색함을 감안 했다면 최소 풍자적 코드라도 넣어 상쇄 해야했다.,1
9320,너무재미있게보고있었는데 이건 너무하네요..어의없게 어떻게 윤재한테 다시 갈수가있어요??그럼 한지훈 등장시키지나말지 다 이용하고 버리면그게뭔가요 불쌍해요..강윤재랑 되는것도우끼지아 맘에안드네요 보기싫어졌어요..,1
9321,6점이 적당.. 아무리 배우들이 영화계의 토토가여도 ...스토리가 너무 쓰레기집에서 유플러스 100 원에 봤는데도시간이 아깝다...,1
9322,케서방의 몰락은 어디까지.,1
9323,한 번 쯤 볼만한 영화입니다.,1
9324,왜케 평점이 낮은건데? 꽤 볼만한데.. 헐리우드식 화려함에만 너무 길들여져 있나?,1
9325,정말쓰레기영화입니다,1
9326,기대하고 봤다가는 눈버리는 쓰레기 영화.,1
9327,너무나 재미있어여... 빠른 전개 부탁드려요...ㅋㅋㅋ,1
9328,무기 토드 질문이여ㅠ,0
9329,무겁고 답답한 마음 털어내고자 본 영화...재밌었다.,1
